State, Candidate Number, Money (R$ Reais), Votes
MG , 1244 , 19277.20 , 1925
MG , 1530 , 97828.76 , 12172
MG , 1907 , 184372.72 , 49391
MG , 1945 , 843516.83 , 38027
MG , 1902 , 4205.00 , 35
MG , 1900 , 60943.65 , 11492
MG , 1901 , 0.00 , 350
MG , 7092 , 11717.01 , 1054
MG , 2867 , 550.00 , 0
MG , 2868 , 3630.60 , 653
MG , 2388 , 4554.40 , 57
MG , 7747 , 47098.31 , 18664
MG , 7009 , 3072.00 , 840
MG , 7008 , 27659.19 , 3656
MG , 7001 , 127038.42 , 8526
MG , 7000 , 263812.18 , 0
MG , 7003 , 10333.00 , 674
MG , 7002 , 10450.00 , 695
MG , 7005 , 8902.00 , 2790
MG , 9020 , 0.00 , 330
MG , 7007 , 8600.50 , 4124
MG , 3394 , 400.00 , 21
MG , 1623 , 4988.10 , 671
MG , 1993 , 4205.00 , 290
MG , 4078 , 17951.30 , 1472
MG , 1999 , 3838.65 , 1434
MG , 4077 , 216297.56 , 23229
MG , 4070 , 5305.00 , 605
MG , 5065 , 0.00 , 65
MG , 3639 , 300.00 , 522
MG , 3636 , 11177.65 , 1465
MG , 3637 , 250.00 , 536
MG , 3634 , 5887.48 , 1562
MG , 3635 , 0.00 , 540
MG , 3633 , 11596.97 , 2856
MG , 3630 , 6970.44 , 423
MG , 1050 , 0.00 , 1107
MG , 2340 , 39307.60 , 2159
MG , 7074 , 9843.00 , 438
MG , 3340 , 108294.26 , 2403
MG , 7077 , 82052.00 , 14972
MG , 7070 , 2068391.59 , 114948
MG , 7072 , 0.00 , 3668
MG , 3345 , 441476.21 , 12963
MG , 1757 , 5045.00 , 155
MG , 1699 , 2383.86 , 87
MG , 1278 , 4568.50 , 226
MG , 1199 , 1065948.90 , 179652
MG , 4312 , 253244.24 , 6522
MG , 1790 , 0.00 , 322
MG , 4314 , 5105.08 , 539
MG , 4315 , 4870.60 , 0
MG , 1277 , 18344.00 , 1861
MG , 4505 , 5279.25 , 1213
MG , 5530 , 600.00 , 59
MG , 4501 , 0.00 , 0
MG , 2121 , 0.00 , 903
MG , 7045 , 6001.00 , 958
MG , 2123 , 0.00 , 229
MG , 1286 , 9721.70 , 111
MG , 1280 , 7272.20 , 382
MG , 3116 , 0.00 , 14
MG , 3114 , 4822.50 , 446
MG , 3113 , 0.00 , 403
MG , 3331 , 366209.11 , 0
MG , 3111 , 0.00 , 0
MG , 1578 , 49013.66 , 1877
MG , 1477 , 1050395.74 , 42079
MG , 1478 , 4200.00 , 2773
MG , 1570 , 983769.16 , 55767
MG , 7076 , 4671.51 , 1368
MG , 2712 , 0.00 , 553
MG , 1305 , 1240.00 , 977
MG , 5170 , 23102.50 , 371
MG , 1300 , 1103970.05 , 44527
MG , 1301 , 0.00 , 2135
MG , 1302 , 0.00 , 614
MG , 2715 , 4104.80 , 976
MG , 3346 , 4605.00 , 289
MG , 3344 , 265237.71 , 33559
MG , 5070 , 232.00 , 437
MG , 5077 , 977.30 , 1078
MG , 5580 , 600.00 , 86
MG , 4383 , 350.00 , 68
MG , 4380 , 6040.60 , 834
MG , 4384 , 0.00 , 448
MG , 1371 , 0.00 , 522
MG , 1377 , 569334.21 , 23662
MG , 2015 , 52329.10 , 5779
MG , 1378 , 111885.27 , 7472
MG , 2017 , 760.00 , 549
MG , 2016 , 580.00 , 733
MG , 2011 , 70320.10 , 4748
MG , 2010 , 3430421.56 , 96073
MG , 7752 , 208.86 , 184
MG , 2222 , 1817657.02 , 91103
MG , 1345 , 0.00 , 3510
MG , 4030 , 10791.10 , 2006
MG , 4033 , 0.00 , 1180
MG , 4032 , 9315.40 , 1646
MG , 1951 , 4205.00 , 27
MG , 4034 , 3200.00 , 301
MG , 1953 , 0.00 , 160
MG , 4039 , 3153.80 , 119
MG , 7099 , 56799.51 , 14568
MG , 1750 , 5105.00 , 985
MG , 4488 , 10682.00 , 2474
MG , 4433 , 891236.77 , 60384
MG , 4311 , 2403478.36 , 83567
MG , 7030 , 0.00 , 192
MG , 9015 , 1600.00 , 1159
MG , 7033 , 9007.00 , 1977
MG , 7034 , 1180.01 , 210
MG , 7036 , 12404.00 , 1687
MG , 7037 , 5814.85 , 1362
MG , 1489 , 200.00 , 128
MG , 3305 , 400.00 , 19
MG , 3300 , 160134.98 , 13964
MG , 4044 , 381685.37 , 144153
MG , 4045 , 18725.00 , 1246
MG , 1711 , 5695.00 , 341
MG , 1710 , 1660.00 , 304
MG , 1717 , 1509542.08 , 38475
MG , 4041 , 13206.51 , 1116
MG , 4042 , 6050.00 , 369
MG , 4043 , 24741.65 , 1325
MG , 2300 , 65010.41 , 2300
MG , 2303 , 4277.20 , 311
MG , 2307 , 0.00 , 98
MG , 2288 , 0.00 , 59
MG , 3660 , 480.00 , 0
MG , 3663 , 5124.93 , 1311
MG , 2280 , 550.00 , 0
MG , 7788 , 208.86 , 191
MG , 7789 , 56789.31 , 11560
MG , 4540 , 5279.25 , 855
MG , 4545 , 4205979.47 , 104849
MG , 4544 , 5279.25 , 1452
MG , 4546 , 5279.25 , 761
MG , 3390 , 17116.75 , 1113
MG , 3393 , 400.00 , 13
MG , 1435 , 200.00 , 175
MG , 1433 , 745829.68 , 179073
MG , 2570 , 500.00 , 84
MG , 2067 , 760.00 , 385
MG , 1002 , 2000.00 , 0
MG , 1001 , 105730.61 , 0
MG , 1000 , 427325.42 , 30968
MG , 1224 , 10529.61 , 520
MG , 1222 , 113434.44 , 5733
MG , 1221 , 6277.18 , 0
MG , 1344 , 0.00 , 1906
MG , 2599 , 0.00 , 0
MG , 1347 , 0.00 , 0
MG , 4437 , 23105.00 , 224
MG , 6530 , 6800.00 , 1461
MG , 4345 , 4630.60 , 567
MG , 4533 , 1021396.94 , 36008
MG , 4343 , 38074.39 , 0
MG , 4340 , 0.00 , 165
MG , 3699 , 480.00 , 77
MG , 5110 , 16429.24 , 1199
MG , 3690 , 4986.90 , 4033
MG , 4535 , 520385.95 , 130453
MG , 5540 , 2295967.72 , 61622
MG , 4530 , 66210.46 , 3883
MG , 5544 , 4277.20 , 0
MG , 5545 , 3180491.28 , 116175
MG , 1500 , 4953956.39 , 118470
MG , 1501 , 6245.18 , 3299
MG , 1505 , 11802.04 , 1371
MG , 2110 , 0.00 , 546
MG , 2111 , 0.00 , 801
MG , 2112 , 5477.02 , 872
MG , 1509 , 8635.89 , 624
MG , 1122 , 4362666.82 , 148239
MG , 1123 , 2620.01 , 3536
MG , 1644 , 7794.05 , 172
MG , 1919 , 39336.46 , 4138
MG , 2122 , 7948.88 , 2925
MG , 1911 , 4205.00 , 211
MG , 5100 , 50992.50 , 2722
MG , 2024 , 20720.46 , 5621
MG , 4013 , 497760.91 , 0
MG , 7766 , 16310.00 , 2778
MG , 2020 , 1656347.49 , 37136
MG , 2021 , 10421.58 , 6110
MG , 2022 , 36378.06 , 1622
MG , 1600 , 8871.52 , 2896
MG , 3144 , 46402.61 , 11835
MG , 1975 , 0.00 , 920
MG , 4010 , 998330.88 , 67459
MG , 1510 , 1818364.33 , 128489
MG , 1972 , 0.00 , 247
MG , 4014 , 1125.00 , 195
MG , 3670 , 5968.93 , 905
MG , 4008 , 114716.00 , 18154
MG , 4009 , 0.00 , 0
MG , 1618 , 1188.35 , 76
MG , 1616 , 7216.13 , 942
MG , 1617 , 7849.03 , 706
MG , 4002 , 18497.38 , 729
MG , 1615 , 916.52 , 75
MG , 1960 , 4205.00 , 221
MG , 4005 , 21674.35 , 1653
MG , 4006 , 14865.00 , 305
MG , 1611 , 5707.47 , 297
MG , 3621 , 0.00 , 50
MG , 3620 , 300.00 , 0
MG , 3623 , 10390.00 , 1078
MG , 2330 , 0.00 , 1000
MG , 2333 , 4000.00 , 895
MG , 2545 , 15510.10 , 2062
MG , 1045 , 24664.70 , 5126
MG , 2338 , 0.00 , 41
MG , 7066 , 2372.00 , 656
MG , 2233 , 1626717.03 , 98834
MG , 7064 , 2360.00 , 4222
MG , 7063 , 6486.50 , 290
MG , 5445 , 0.00 , 1142
MG , 5444 , 4557.16 , 1020
MG , 1680 , 1057.66 , 290
MG , 1688 , 1063.58 , 135
MG , 4303 , 15046.17 , 2884
MG , 4302 , 888.00 , 684
MG , 1145 , 4337664.07 , 117542
MG , 1260 , 31967.20 , 9027
MG , 1267 , 9609.61 , 146
MG , 1265 , 6722.20 , 348
MG , 4570 , 12059.25 , 4822
MG , 1307 , 3084039.78 , 201782
MG , 5509 , 0.00 , 18
MG , 3656 , 5145.00 , 333
MG , 3650 , 3308.92 , 295
MG , 3651 , 7956.30 , 0
MG , 3652 , 4685.00 , 156
MG , 2525 , 320988.75 , 19273
MG , 1545 , 2727.30 , 794
MG , 2520 , 499044.75 , 49617
MG , 1540 , 6273.15 , 489
MG , 3122 , 1874.00 , 1088
MG , 3123 , 111280.01 , 13271
MG , 2245 , 2100314.57 , 123377
MG , 1466 , 6405.70 , 1338
MG , 1317 , 0.00 , 763
MG , 1315 , 521032.55 , 112722
MG , 1314 , 310785.81 , 78973
MG , 1313 , 27699.09 , 24920
MG , 1312 , 4497234.57 , 310226
MG , 1311 , 2489277.08 , 200014
MG , 1310 , 24663.89 , 5114
MG , 2707 , 10265.19 , 10084
MG , 2700 , 384043.47 , 43026
MG , 1402 , 200.00 , 97
MG , 5590 , 135519.15 , 229
MG , 6569 , 1150.03 , 740
MG , 4404 , 8024.00 , 258
MG , 1388 , 850.00 , 475
MG , 1386 , 1043.38 , 149
MG , 1381 , 2296.07 , 1198
MG , 7727 , 4410.00 , 307
MG , 4344 , 578764.97 , 33373
MG , 9090 , 211710.29 , 16013
MG , 1399 , 2296.07 , 412
MG , 1921 , 1834.44 , 1057
MG , 2345 , 108193.46 , 11241
MG , 1924 , 4205.00 , 24
MG , 1927 , 4205.00 , 181
MG , 1928 , 4205.00 , 14
MG , 1232 , 26230.76 , 2315
MG , 1398 , 2296.07 , 99
MG , 9010 , 1203549.96 , 56305
MG , 1238 , 5217.20 , 649
MG , 7023 , 8164.00 , 1048
MG , 7020 , 949879.95 , 36135
MG , 7027 , 12507.00 , 545
MG , 7026 , 10892.00 , 376
MG , 7024 , 11651.50 , 718
MG , 3310 , 9105.00 , 2439
MG , 7029 , 18978.00 , 257
MG , 3312 , 3663.30 , 2054
MG , 5480 , 1875.00 , 217
MG , 4057 , 122080.18 , 55165
MG , 4056 , 117337.94 , 34598
MG , 4055 , 7685.67 , 2110
MG , 4054 , 4325.01 , 510
MG , 4053 , 3667.85 , 424
MG , 1640 , 1067.50 , 403
MG , 4051 , 12245.50 , 1414
MG , 4050 , 1731447.42 , 86245
MG , 1740 , 4205.00 , 76
MG , 1722 , 4300.00 , 464
MG , 1723 , 36532.10 , 5818
MG , 1720 , 0.00 , 1532
MG , 1721 , 4480.00 , 109
MG , 3610 , 5271.90 , 560
MG , 3611 , 13500.00 , 5930
MG , 3612 , 5984.88 , 1162
MG , 3613 , 480.00 , 121
MG , 3614 , 300.00 , 0
MG , 3615 , 300.00 , 0
MG , 3618 , 5183.92 , 188
MG , 3619 , 4814.30 , 666
MG , 2199 , 0.00 , 783
MG , 3313 , 4605.00 , 659
MG , 5432 , 1543.06 , 308
MG , 1420 , 0.00 , 0
MG , 1588 , 1650.00 , 222
MG , 1422 , 4680.00 , 388
MG , 1425 , 13779.15 , 3278
MG , 7093 , 6829.70 , 463
MG , 7090 , 183398.58 , 15272
MG , 2560 , 6405.02 , 7755
MG , 1580 , 319002.32 , 78762
MG , 7098 , 28300.11 , 718
MG , 3363 , 25368.38 , 10052
MG , 1712 , 4685.00 , 614
MG , 2363 , 4277.20 , 396
MG , 2360 , 769561.80 , 70924
MG , 1212 , 10227.20 , 2480
MG , 5028 , 550.00 , 309
MG , 1210 , 24714.86 , 4974
MG , 1211 , 10418.40 , 1022
MG , 1214 , 10627.20 , 1612
MG , 2580 , 500.00 , 707
MG , 1353 , 0.00 , 886
MG , 5020 , 1485.65 , 4489
MG , 1350 , 913404.07 , 57921
MG , 5025 , 0.00 , 1156
MG , 1356 , 288.54 , 804
MG , 5555 , 1338980.25 , 114240
MG , 5550 , 1795899.53 , 158907
MG , 2014 , 225333.50 , 32272
MG , 5520 , 600.00 , 225
MG , 7700 , 0.00 , 0
MG , 4528 , 5279.25 , 329
MG , 4525 , 5279.25 , 1221
MG , 3680 , 5886.90 , 641
MG , 4523 , 5279.25 , 2430
MG , 4522 , 1069.25 , 2771
MG , 4520 , 4053221.64 , 101040
MG , 1455 , 4200.00 , 419
MG , 1456 , 200.00 , 1126
MG , 1457 , 0.00 , 83
MG , 1519 , 11879.93 , 4464
MG , 1100 , 1794609.24 , 78151
MG , 2514 , 4710.00 , 2012
MG , 1516 , 6277.17 , 491
MG , 1511 , 3158428.86 , 129795
MG , 2511 , 10158.40 , 658
MG , 1513 , 4323.75 , 4112
MG , 1512 , 106070.30 , 7637
MG , 4080 , 1667211.46 , 13027
MG , 5114 , 0.00 , 314
MG , 2737 , 958.00 , 516
MG , 4085 , 2617.00 , 365
MG , 5113 , 102.50 , 389
MG , 5112 , 7000.00 , 879
MG , 4088 , 1779.00 , 1492
MG , 4089 , 760.00 , 280
MG , 5118 , 6326.50 , 277
MG , 5055 , 750.00 , 2648
MG , 5050 , 25565.89 , 18486
MG , 5053 , 809.90 , 574
MG , 7777 , 1421401.59 , 109925
MG , 2034 , 480.00 , 85
MG , 2033 , 0.00 , 0
MG , 2030 , 280.00 , 257
MG , 1245 , 7212.03 , 4083
MG , 4599 , 4210.00 , 1306
MG , 9040 , 0.00 , 271
MG , 4019 , 1125.00 , 623
MG , 4018 , 11225.00 , 2005
MG , 1978 , 4415.00 , 2054
MG , 1601 , 4751.29 , 695
MG , 4012 , 54720.20 , 8362
MG , 4011 , 17040.00 , 3679
MG , 1602 , 4370.31 , 972
MG , 4017 , 33992.50 , 3776
MG , 4016 , 4193.45 , 441
MG , 4015 , 550.00 , 0
MG , 1606 , 4286.99 , 455
MG , 4000 , 15352.70 , 5046
MG , 4001 , 1262.08 , 0
MG , 4035 , 102179.13 , 2078
MG , 1788 , 7085.00 , 459
MG , 1789 , 5635.00 , 1058
MG , 4511 , 5974.25 , 2172
MG , 1780 , 150.00 , 154
MG , 4004 , 319030.96 , 4323
MG , 1785 , 480.00 , 30
MG , 2840 , 9461.60 , 2391
MG , 1961 , 4000.00 , 0
MG , 5477 , 4558.05 , 685
MG , 3322 , 1142.06 , 0
MG , 1610 , 2961.55 , 1223
MG , 3646 , 0.00 , 509
MG , 4007 , 10215.00 , 343
MG , 2323 , 1222444.27 , 54393
MG , 2322 , 14976.99 , 1233
MG , 1777 , 0.00 , 1685
MG , 7059 , 6486.50 , 695
MG , 1770 , 500.00 , 396
MG , 2324 , 4000.00 , 358
MG , 1077 , 13351.15 , 643
MG , 7050 , 58027.48 , 7288
MG , 2328 , 4310.20 , 345
MG , 7057 , 73307.75 , 3324
MG , 7055 , 14575.60 , 741
MG , 1299 , 0.00 , 1486
MG , 1675 , 855.43 , 24
MG , 1677 , 2425.37 , 40
MG , 1156 , 400.00 , 235
MG , 4333 , 52325.03 , 9395
MG , 4330 , 2060.90 , 1330
MG , 4560 , 1959914.72 , 143901
MG , 4567 , 18274.02 , 5747
MG , 4566 , 1207080.21 , 83628
MG , 3133 , 1132727.32 , 87113
MG , 3132 , 5800.00 , 910
MG , 5510 , 3421421.88 , 16920
MG , 3645 , 1590863.47 , 45381
MG , 3644 , 24925.00 , 2921
MG , 2505 , 1561148.48 , 258363
MG , 3640 , 7630.60 , 522
MG , 2550 , 1000.00 , 0
MG , 2012 , 1680.00 , 3627
MG , 2555 , 2264076.58 , 107906
MG , 1566 , 6748.55 , 814
MG , 1410 , 0.00 , 685
MG , 2255 , 17745.05 , 14060
MG , 1414 , 387893.45 , 20145
MG , 1415 , 833771.00 , 42525
MG , 2399 , 4476.84 , 212
MG , 5010 , 0.00 , 1512
MG , 5012 , 15354.24 , 4067
MG , 5015 , 1272.90 , 1959
MG , 2777 , 126708.90 , 12982
MG , 2212 , 0.00 , 869
MG , 6510 , 628435.23 , 53733
MG , 5567 , 754193.13 , 77535
MG , 5560 , 600.00 , 0
MG , 4411 , 0.00 , 1667
MG , 1525 , 5267.50 , 295
MG , 1254 , 5107.20 , 1439
MG , 1255 , 6427.20 , 410
MG , 1520 , 1650.00 , 1303
MG , 1250 , 7337.20 , 1461
MG , 1251 , 6572.20 , 158
MG , 2077 , 11917.92 , 1004
MG , 1392 , 2296.07 , 149
MG , 1391 , 1995695.79 , 186098
MG , 7734 , 143596.03 , 7552
MG , 9088 , 0.00 , 70
MG , 1933 , 4205.00 , 297
MG , 1934 , 4205.00 , 103
MG , 2204 , 8277.20 , 2310
MG , 5122 , 5350.89 , 1467
MG , 5123 , 7687.00 , 8710
MG , 4003 , 6795.00 , 2217
MG , 3686 , 300.00 , 0
MG , 3366 , 6948.40 , 728
MG , 2929 , 967.42 , 3306
MG , 7019 , 22865.00 , 1471
MG , 7016 , 11443.50 , 4188
MG , 7017 , 6104.00 , 843
MG , 7014 , 7883.40 , 2271
MG , 7015 , 0.00 , 1372
MG , 7012 , 345519.20 , 58085
MG , 7010 , 260803.19 , 18626
MG , 7011 , 14105.00 , 710
MG , 1631 , 2497.50 , 482
MG , 1633 , 12071.97 , 3886
MG , 4066 , 30749.00 , 5704
MG , 4067 , 950.00 , 655
MG , 1980 , 63114.40 , 3506
MG , 1733 , 4300.00 , 0
MG , 4069 , 48536.70 , 1908
MG , 5454 , 30093.95 , 2929
MG , 3600 , 5824.88 , 1805
MG , 3607 , 7218.90 , 287
MG , 2810 , 550.00 , 0
MG , 3609 , 5500.95 , 353
MG , 1040 , 14351.90 , 198
MG , 1591 , 30509.23 , 4080
MG , 1590 , 4191137.00 , 111317
MG , 3171 , 0.00 , 513
MG , 6565 , 896646.95 , 67650
MG , 3177 , 3225.70 , 1726
MG , 7081 , 25238.90 , 3409
MG , 7080 , 394686.46 , 8338
MG , 7083 , 9878.00 , 541
MG , 7082 , 0.00 , 741
MG , 1020 , 116945.42 , 16451
MG , 7087 , 0.00 , 4216
MG , 7031 , 8683.00 , 3090
MG , 7089 , 188489.85 , 13642
MG , 7088 , 0.00 , 0
MG , 5421 , 1943.06 , 334
MG , 1744 , 7262.35 , 4147
MG , 1745 , 3084.00 , 1396
MG , 2350 , 4000.00 , 448
MG , 1747 , 19988.03 , 902
MG , 2356 , 147503.81 , 2628
MG , 4363 , 0.00 , 259
MG , 1213 , 7818.94 , 2579
MG , 1204 , 11621.70 , 541
MG , 1207 , 7958.45 , 639
MG , 1206 , 5000.00 , 445
MG , 1201 , 6000.00 , 1206
MG , 1200 , 18726.45 , 4208
MG , 1203 , 4877.20 , 194
MG , 3131 , 124427.04 , 18290
MG , 5521 , 687011.34 , 57258
MG , 7060 , 17640.00 , 936
MG , 2132 , 0.00 , 388
MG , 2133 , 0.00 , 189
MG , 4512 , 5279.25 , 4217
MG , 4513 , 1011781.61 , 66550
MG , 4510 , 5279.25 , 1219
MG , 1215 , 0.00 , 507
MG , 3100 , 741152.14 , 47101
MG , 4517 , 5279.25 , 366
MG , 3103 , 4000.00 , 334
MG , 1111 , 2607640.63 , 129096
MG , 1569 , 1650.00 , 191
MG , 1113 , 4610.00 , 818
MG , 1444 , 83936.56 , 8120
MG , 1440 , 185979.31 , 16820
MG , 1292 , 8839.20 , 152
MG , 1561 , 17573.22 , 1105
MG , 1290 , 7725.95 , 1434
MG , 2501 , 2650.00 , 1325
MG , 2500 , 5482.50 , 959
MG , 4090 , 22676.58 , 2360
MG , 4515 , 5279.25 , 1596
MG , 2720 , 11057.39 , 5786
MG , 4099 , 0.00 , 1098
MG , 3319 , 400.00 , 67
MG , 4040 , 8236.60 , 2392
MG , 5044 , 3240.00 , 0
MG , 4399 , 0.00 , 645
MG , 1715 , 0.00 , 675
MG , 4390 , 0.00 , 77
MG , 4393 , 4270.60 , 155
MG , 1366 , 20306.53 , 1938
MG , 2000 , 2060.00 , 1770
MG , 2001 , 480.00 , 584
MG , 1363 , 1833948.35 , 115336
MG , 1360 , 2296.07 , 797
MG , 7745 , 1399283.44 , 56534
MG , 4587 , 5279.25 , 429
MG , 4580 , 5069.25 , 0
MG , 3199 , 0.00 , 599
MG , 4445 , 0.00 , 596
MS , 1789 , 4981.40 , 0
MS , 7070 , 21450.00 , 392
MS , 1786 , 23736.80 , 109
MS , 4022 , 960.61 , 0
MS , 4577 , 12700.65 , 450
MS , 2525 , 42084.05 , 2196
MS , 7777 , 494494.39 , 39074
MS , 3122 , 21150.00 , 269
MS , 3123 , 20300.01 , 2709
MS , 3121 , 21450.06 , 436
MS , 1377 , 125608.24 , 2034
MS , 2014 , 31379.23 , 9476
MS , 1314 , 69589.31 , 1041
MS , 1313 , 1408806.54 , 160556
MS , 2700 , 45941.00 , 1634
MS , 3333 , 15612.40 , 2648
MS , 4033 , 19122.84 , 257
MS , 3131 , 21247.40 , 712
MS , 5511 , 314679.99 , 15738
MS , 5515 , 3000.00 , 92
MS , 1700 , 53520.80 , 3021
MS , 1701 , 0.00 , 157
MS , 1552 , 191450.00 , 3532
MS , 1555 , 81284.59 , 3388
MS , 2555 , 2114755.79 , 57374
MS , 6567 , 679705.16 , 2061
MS , 4400 , 33483.50 , 114
MS , 2311 , 106161.80 , 2277
MS , 1413 , 16383.16 , 359
MS , 1414 , 35833.17 , 1070
MS , 1322 , 1583397.00 , 53406
MS , 1235 , 74403.45 , 636
MS , 5151 , 0.00 , 156
MS , 9090 , 135627.77 , 9530
MS , 3140 , 20448.40 , 1468
MS , 2828 , 21450.00 , 509
MS , 9013 , 85937.39 , 1491
MS , 4555 , 36645.42 , 6168
MS , 1717 , 61310.22 , 969
MS , 2500 , 82908.36 , 7196
MS , 2545 , 11752.50 , 309
MS , 1714 , 0.00 , 41
MS , 7012 , 28520.00 , 577
MS , 5567 , 184021.66 , 1846
MS , 4413 , 19484.50 , 174
MS , 4410 , 38484.50 , 4352
MS , 1522 , 162705.87 , 4421
MS , 4490 , 21484.50 , 2050
MS , 1450 , 15883.17 , 500
MS , 1010 , 112301.12 , 35054
MS , 1234 , 1767773.86 , 54813
MS , 2323 , 25673.52 , 1369
MS , 5001 , 2050.00 , 84
MS , 5000 , 0.00 , 1142
MS , 1133 , 22743.80 , 1801
MS , 1331 , 2995057.44 , 69504
MS , 1330 , 73848.24 , 511
MS , 1333 , 68058.99 , 2622
MS , 1515 , 1624640.97 , 91816
MS , 3155 , 21315.00 , 462
MS , 4545 , 803026.55 , 56441
MS , 4544 , 13060.25 , 2598
MS , 4547 , 106467.19 , 4971
MS , 4422 , 42998.97 , 730
MS , 5575 , 134525.00 , 8818
MS , 1533 , 103497.76 , 2670
MS , 1580 , 1077295.15 , 67508
MS , 1222 , 276476.91 , 1869
MS , 9033 , 164063.92 , 5308
MS , 4433 , 22984.50 , 400
MS , 4343 , 150489.00 , 922
MS , 1733 , 44705.06 , 255
MS , 1500 , 286748.00 , 15505
MS , 1501 , 139639.80 , 7752
MS , 1505 , 74450.00 , 2258
MS , 2815 , 22900.00 , 173
MS , 1919 , 9315.00 , 5627
MS , 4444 , 23464.73 , 890
MS , 7005 , 0.00 , 874
MS , 2213 , 353782.85 , 1948
MS , 7080 , 21438.40 , 351
MS , 2020 , 19150.00 , 850
MS , 1100 , 5583.80 , 531
MS , 1744 , 91024.00 , 295
MS , 1516 , 21451.00 , 1514
MS , 1511 , 1593849.97 , 87546
MS , 1510 , 47174.00 , 7312
MS , 1212 , 382337.31 , 3007
MS , 3636 , 343091.00 , 7208
MS , 5058 , 3159.86 , 1434
MS , 4456 , 18784.50 , 615
MS , 4455 , 66627.57 , 0
MS , 5050 , 3582.21 , 1793
MS , 2345 , 88206.70 , 2887
MS , 3108 , 21430.30 , 100
MS , 3109 , 21450.00 , 98
MS , 3104 , 111813.75 , 1518
MS , 4513 , 12360.25 , 711
MS , 7077 , 21510.01 , 446
MS , 2222 , 500724.23 , 34086
MS , 7071 , 22455.25 , 591
MS , 5456 , 15000.00 , 490
MS , 1111 , 24358.80 , 11939
MS , 1567 , 1580449.98 , 39852
MS , 1199 , 5553.80 , 170
MS , 2723 , 0.00 , 29
MS , 4333 , 29715.00 , 1437
MS , 4500 , 201537.80 , 12019
MS , 4040 , 4298808.34 , 75149
MS , 4461 , 7582.90 , 0
MS , 5555 , 335927.54 , 12835
MS , 1715 , 20000.00 , 0
MS , 1600 , 655.65 , 129
MS , 4015 , 105450.01 , 4267
MS , 2002 , 20300.00 , 1321
MS , 1616 , 1199.71 , 1083
MS , 3190 , 21357.35 , 100
MS , 4567 , 64168.00 , 4059
MS , 4580 , 56525.98 , 779
MT , 5567 , 0.00 , 3370
MT , 9070 , 1882.08 , 40
MT , 7070 , 800.00 , 0
MT , 3334 , 8213.00 , 287
MT , 3322 , 1448.00 , 0
MT , 5505 , 7000.00 , 2545
MT , 5500 , 61973.26 , 15520
MT , 5501 , 12906.54 , 940
MT , 7777 , 0.00 , 1787
MT , 5580 , 16917.50 , 12914
MT , 3121 , 1448.00 , 0
MT , 5588 , 1000.00 , 141
MT , 7055 , 3283.11 , 0
MT , 5065 , 65026.20 , 288
MT , 2290 , 1052520.44 , 49321
MT , 1313 , 1163667.44 , 97858
MT , 5060 , 24468.13 , 1425
MT , 1310 , 44063.00 , 2383
MT , 3333 , 0.00 , 849
MT , 4567 , 79331.68 , 0
MT , 3133 , 1218.40 , 1503
MT , 3132 , 1448.00 , 413
MT , 5510 , 10360.00 , 6472
MT , 5512 , 0.00 , 3352
MT , 2555 , 0.00 , 889
MT , 6565 , 0.00 , 122
MT , 5599 , 1000.00 , 68
MT , 9099 , 5083.67 , 3532
MT , 5151 , 9050.00 , 3908
MT , 4322 , 37883.48 , 0
MT , 9090 , 581275.87 , 62923
MT , 2777 , 51424.00 , 0
MT , 7033 , 7000.00 , 2912
MT , 9010 , 47480.00 , 15037
MT , 9011 , 23137.67 , 2896
MT , 9013 , 76614.00 , 4201
MT , 4555 , 19114.00 , 0
MT , 4552 , 59303.23 , 737
MT , 4045 , 3860361.98 , 112722
MT , 1717 , 32936.73 , 741
MT , 6510 , 5757.41 , 1412
MT , 5566 , 1000.00 , 78
MT , 6513 , 0.00 , 1555
MT , 5560 , 1000.00 , 0
MT , 1010 , 140319.68 , 13296
MT , 1012 , 0.00 , 0
MT , 1234 , 90935.51 , 7177
MT , 5000 , 64845.77 , 318
MT , 1333 , 155174.67 , 18960
MT , 9080 , 1882.08 , 304
MT , 7788 , 0.00 , 451
MT , 7789 , 220981.99 , 8505
MT , 3311 , 3913.00 , 263
MT , 3312 , 17423.00 , 1661
MT , 5121 , 0.00 , 2617
MT , 4546 , 26240.58 , 380
MT , 3355 , 3913.00 , 0
MT , 7700 , 3000.00 , 0
MT , 5080 , 23502.91 , 80
MT , 9000 , 27914.58 , 16116
MT , 7799 , 0.00 , 0
MT , 9030 , 12440.00 , 3709
MT , 7012 , 2965.71 , 0
MT , 7090 , 2965.71 , 0
MT , 5540 , 307873.39 , 43091
MT , 5544 , 1000.00 , 0
MT , 1500 , 20624.68 , 5747
MT , 1033 , 32779.90 , 556
MT , 1212 , 1377428.61 , 34109
MT , 1919 , 1000.00 , 44
MT , 4444 , 25324.23 , 0
MT , 3171 , 5448.00 , 419
MT , 1599 , 0.00 , 5629
MT , 9020 , 0.00 , 47
MT , 9022 , 800.00 , 0
MT , 7080 , 2800.00 , 75
MT , 2211 , 5600.00 , 255
MT , 2214 , 678743.33 , 14363
MT , 1456 , 0.00 , 1977
MT , 2020 , 814880.18 , 64691
MT , 1515 , 1933864.08 , 95739
MT , 1510 , 321184.82 , 14435
MT , 1200 , 540840.92 , 30542
MT , 1202 , 59531.04 , 4226
MT , 4456 , 35433.18 , 0
MT , 5055 , 23793.13 , 593
